category,sub-category,university,ranking
Engineering,Telecommunication Engineering,King Saud University,34.5
Engineering,Telecommunication Engineering,Korea Advanced Institute of Science and Technology,37.7
Engineering,Telecommunication Engineering,Lebanese American University,26.0
Engineering,Telecommunication Engineering,Loughborough University,28.4
Engineering,Telecommunication Engineering,Macquarie University,29.3
Engineering,Telecommunication Engineering,National Sun Yat-Sen University,29.1
Engineering,Telecommunication Engineering,National Yang Ming Chiao Tung University,34.0
Engineering,Telecommunication Engineering,New Jersey Institute of Technology,29.8
Engineering,Telecommunication Engineering,New York University,24.0
Engineering,Telecommunication Engineering,Northeastern University (Boston),28.1
Engineering,Telecommunication Engineering,Northumbria University,27.4
Engineering,Telecommunication Engineering,Polytechnic University of Turin,31.6
Engineering,Telecommunication Engineering,Purdue University - West Lafayette,30.4
Engineering,Telecommunication Engineering,RWTH Aachen University,28.2
Engineering,Telecommunication Engineering,Sejong University,34.7
Engineering,Telecommunication Engineering,Shandong University,38.7
Engineering,Telecommunication Engineering,Shanghai University,37.0
Engineering,Telecommunication Engineering,ShanghaiTech University,31.0
Engineering,Telecommunication Engineering,Technical University of Berlin,26.0
Engineering,Telecommunication Engineering,Technical University of Munich,26.0
Engineering,Telecommunication Engineering,Temple University,30.5
Engineering,Telecommunication Engineering,The University of Edinburgh,25.8
Engineering,Telecommunication Engineering,The University of Glasgow,30.2
Engineering,Telecommunication Engineering,The University of Texas at Dallas,30.3
Engineering,Telecommunication Engineering,The University of Texas at San Antonio,28.7
Engineering,Telecommunication Engineering,Tianjin University,45.1
Engineering,Telecommunication Engineering,Toronto Metropolitan University,30.4
Engineering,Telecommunication Engineering,University of Alberta,31.3
Engineering,Telecommunication Engineering,University of Aveiro,26.3
Engineering,Telecommunication Engineering,"University of California, Davis",26.1
Engineering,Telecommunication Engineering,"University of California, Irvine",28.1
Engineering,Telecommunication Engineering,University of Florida,29.7
Engineering,Telecommunication Engineering,University of Manitoba,24.3
Engineering,Telecommunication Engineering,"University of Maryland, College Park",19.6
Engineering,Telecommunication Engineering,University of Nebraska - Lincoln,23.4
Engineering,Telecommunication Engineering,University of Oklahoma - Norman,18.6
Engineering,Telecommunication Engineering,University of Quebec Montreal,29.8
Engineering,Telecommunication Engineering,University of Science and Technology Beijing,38.7
Engineering,Telecommunication Engineering,University of Victoria,30.5
Engineering,Telecommunication Engineering,University of Windsor,26.9
Engineering,Telecommunication Engineering,Utah State University,21.5
Engineering,Telecommunication Engineering,Western University,32.8
Engineering,Telecommunication Engineering,Yonsei University,33.3
Engineering,Telecommunication Engineering,Asia University,25.4
Engineering,Telecommunication Engineering,Carlos III University of Madrid,26.7
Engineering,Telecommunication Engineering,Durham University,19.9
Engineering,Telecommunication Engineering,ETH Zurich,18.6
Engineering,Telecommunication Engineering,Fuzhou University,32.5
Engineering,Telecommunication Engineering,Georgia State University,18.6
Engineering,Telecommunication Engineering,Guangzhou University,34.8
Engineering,Telecommunication Engineering,Institut Polytechnique de Paris,26.8
Engineering,Telecommunication Engineering,Koc University,20.6
Engineering,Telecommunication Engineering,Lancaster University,25.6
Engineering,Telecommunication Engineering,McGill University,20.9
Engineering,Telecommunication Engineering,Monash University,25.5
Engineering,Telecommunication Engineering,Nanjing University of Information Science & Technology,33.9
Engineering,Telecommunication Engineering,National and Kapodistrian University of Athens,21.3
Engineering,Telecommunication Engineering,North Carolina State University - Raleigh,28.9
Engineering,Telecommunication Engineering,Pennsylvania State University - University Park,25.0
Engineering,Telecommunication Engineering,Queen's University,24.1
Engineering,Telecommunication Engineering,"Rutgers, The State University of New Jersey - New Brunswick",23.6
Engineering,Telecommunication Engineering,Sharif University of Technology,27.3
Engineering,Telecommunication Engineering,Stevens Institute of Technology,24.8
Engineering,Telecommunication Engineering,Stony Brook University,21.3
Engineering,Telecommunication Engineering,Swinburne University of Technology,21.8
Engineering,Telecommunication Engineering,Syracuse University,18.9
Engineering,Telecommunication Engineering,Technical University of Braunschweig,18.3
Engineering,Telecommunication Engineering,Thapar Institute of Engineering and Technology,30.6
Engineering,Telecommunication Engineering,The Australian National University,23.4
Engineering,Telecommunication Engineering,The Ohio State University - Columbus,20.0
Engineering,Telecommunication Engineering,The University of Sheffield,29.4
Engineering,Telecommunication Engineering,University College Dublin,22.9
Engineering,Telecommunication Engineering,University of Bologna,26.8
Engineering,Telecommunication Engineering,"University of California, Berkeley",17.2
Engineering,Telecommunication Engineering,University of Cambridge,21.5
Engineering,Telecommunication Engineering,University of Delaware,21.1
Engineering,Telecommunication Engineering,University of Electro-Communications,21.8
Engineering,Telecommunication Engineering,University of Essex,27.7
Engineering,Telecommunication Engineering,University of Exeter,24.6
Engineering,Telecommunication Engineering,University of Liverpool,26.3
Engineering,Telecommunication Engineering,University of Michigan-Ann Arbor,28.2
Engineering,Telecommunication Engineering,"University of Minnesota, Twin Cities",23.8
Engineering,Telecommunication Engineering,University of Montreal,25.8
Engineering,Telecommunication Engineering,University of New Brunswick,22.0
Engineering,Telecommunication Engineering,University of Ottawa,28.3
Engineering,Telecommunication Engineering,University of Padua,27.2
Engineering,Telecommunication Engineering,University of Petroleum and Energy Studies,24.6
Engineering,Telecommunication Engineering,University of Virginia,17.2
Engineering,Telecommunication Engineering,Waseda University,17.9
Engineering,Telecommunication Engineering,Xi'an University of Posts and Telecommunications,33.1
Engineering,Telecommunication Engineering,York University,22.3
Engineering,Telecommunication Engineering,Zhejiang University of Technology,30.2
Engineering,Telecommunication Engineering,Air Force Engineering University,25.0
Engineering,Telecommunication Engineering,Anhui University,26.4
Engineering,Telecommunication Engineering,Beijing University of Technology,30.4
Engineering,Telecommunication Engineering,Ben-Gurion University of the Negev,19.6
Engineering,Telecommunication Engineering,Birla Institute of Technology Science,21.2
Engineering,Telecommunication Engineering,Brno University of Technology,12.6
Engineering,Telecommunication Engineering,Brunel University London,15.2
Engineering,Telecommunication Engineering,California Institute of Technology,12.8
Engineering,Telecommunication Engineering,Carnegie Mellon University,19.1
Engineering,Telecommunication Engineering,China University of Mining and Technology,26.5
Engineering,Telecommunication Engineering,Columbia University,22.0
Engineering,Telecommunication Engineering,COMSATS University Islamabad,27.7
Engineering,Telecommunication Engineering,Cranfield University,17.4
Engineering,Telecommunication Engineering,Dalian Maritime University,28.6
Engineering,Telecommunication Engineering,Duy Tan University,16.7
Engineering,Telecommunication Engineering,East China Normal University,30.0
Engineering,Telecommunication Engineering,Edinburgh Napier University,13.7
Engineering,Telecommunication Engineering,Eindhoven University of Technology,22.6
Engineering,Telecommunication Engineering,Embry-Riddle Aeronautical University,16.2
Engineering,Telecommunication Engineering,EURECOM,21.2
Engineering,Telecommunication Engineering,Federal University of Ceara,23.1
Engineering,Telecommunication Engineering,Federal University of Piauí,15.6
Engineering,Telecommunication Engineering,Florida International University,18.9
Engineering,Telecommunication Engineering,George Mason University,19.2
Engineering,Telecommunication Engineering,Ghent University,24.0
Engineering,Telecommunication Engineering,Guilin University of Electronic Technology,25.8
Engineering,Telecommunication Engineering,Hamad Bin Khalifa University-Qatar,21.5
